ID,Size,Maze Type,Orientation,Agent Type,Symmetry,Density,Dead Ends,Solution Path Length,Average Episodes
21x21_DFS_2,"(21, 21)",DFS,Square,Q-Determinative,0.07,0.55,11,44,176
21x21_DFS_2,"(21, 21)",DFS,Square,Q-Student,0.07,0.55,11,44,92
21x21_DFS_2,"(21, 21)",DFS,Square,Q-Explorer,0.07,0.55,11,44,309
21x21_DFS_3,"(21, 21)",DFS,Square,Q-Determinative,0.07,0.55,10,68,515
21x21_DFS_3,"(21, 21)",DFS,Square,Q-Student,0.07,0.55,10,68,323
21x21_DFS_3,"(21, 21)",DFS,Square,Q-Explorer,0.07,0.55,10,68,835
21x23_AB_1,"(21, 23)",AldousBroder,Vertical,Q-Determinative,0.09,0.55,29,42,177
21x23_AB_1,"(21, 23)",AldousBroder,Vertical,Q-Student,0.09,0.55,29,42,84
21x23_AB_1,"(21, 23)",AldousBroder,Vertical,Q-Explorer,0.09,0.55,29,42,289
21x23_AB_2,"(21, 23)",AldousBroder,Vertical,Q-Determinative,0.09,0.55,31,36,164
21x23_AB_2,"(21, 23)",AldousBroder,Vertical,Q-Student,0.09,0.55,31,36,77
21x23_AB_2,"(21, 23)",AldousBroder,Vertical,Q-Explorer,0.09,0.55,31,36,254
21x23_AB_3,"(21, 23)",AldousBroder,Vertical,Q-Determinative,0.09,0.55,31,22,85
21x23_AB_3,"(21, 23)",AldousBroder,Vertical,Q-Student,0.09,0.55,31,22,31
21x23_AB_3,"(21, 23)",AldousBroder,Vertical,Q-Explorer,0.09,0.55,31,22,201
21x23_BT_1,"(21, 23)",BinaryTree,Vertical,Q-Determinative,0.09,0.55,33,12,32
21x23_BT_1,"(21, 23)",BinaryTree,Vertical,Q-Student,0.09,0.55,33,12,18
21x23_BT_1,"(21, 23)",BinaryTree,Vertical,Q-Explorer,0.09,0.55,33,12,76
21x23_BT_2,"(21, 23)",BinaryTree,Vertical,Q-Determinative,0.07,0.56,32,14,55
21x23_BT_2,"(21, 23)",BinaryTree,Vertical,Q-Student,0.07,0.56,32,14,24
21x23_BT_2,"(21, 23)",BinaryTree,Vertical,Q-Explorer,0.07,0.56,32,14,104
21x23_BT_3,"(21, 23)",BinaryTree,Vertical,Q-Determinative,0.12,0.56,30,12,34
21x23_BT_3,"(21, 23)",BinaryTree,Vertical,Q-Student,0.12,0.56,30,12,17
21x23_BT_3,"(21, 23)",BinaryTree,Vertical,Q-Explorer,0.12,0.56,30,12,79
21x23_DFS_1,"(21, 23)",DFS,Vertical,Q-Determinative,0.12,0.55,14,84,768
21x23_DFS_1,"(21, 23)",DFS,Vertical,Q-Student,0.12,0.55,14,84,1127
21x23_DFS_1,"(21, 23)",DFS,Vertical,Q-Explorer,0.12,0.55,14,84,1238
21x23_DFS_2,"(21, 23)",DFS,Vertical,Q-Determinative,0.07,0.55,14,0,5000
21x23_DFS_2,"(21, 23)",DFS,Vertical,Q-Student,0.07,0.55,14,27,4641
21x23_DFS_2,"(21, 23)",DFS,Vertical,Q-Explorer,0.07,0.55,14,54,4184
21x23_DFS_3,"(21, 23)",DFS,Vertical,Q-Determinative,0.09,0.55,15,82,2159
21x23_DFS_3,"(21, 23)",DFS,Vertical,Q-Student,0.09,0.55,15,82,820
21x23_DFS_3,"(21, 23)",DFS,Vertical,Q-Explorer,0.09,0.55,15,82,1139
21x25_AB_1,"(21, 25)",AldousBroder,Vertical,Q-Determinative,0.07,0.54,32,42,176
21x25_AB_1,"(21, 25)",AldousBroder,Vertical,Q-Student,0.07,0.54,32,42,84
21x25_AB_1,"(21, 25)",AldousBroder,Vertical,Q-Explorer,0.07,0.54,32,42,280
21x25_AB_2,"(21, 25)",AldousBroder,Vertical,Q-Determinative,0.07,0.54,34,74,668
21x25_AB_2,"(21, 25)",AldousBroder,Vertical,Q-Student,0.07,0.54,34,74,405
21x25_AB_2,"(21, 25)",AldousBroder,Vertical,Q-Explorer,0.07,0.54,34,74,941
21x25_AB_3,"(21, 25)",AldousBroder,Vertical,Q-Determinative,0.07,0.54,32,74,457
21x25_AB_3,"(21, 25)",AldousBroder,Vertical,Q-Student,0.07,0.54,32,74,385
21x25_AB_3,"(21, 25)",AldousBroder,Vertical,Q-Explorer,0.07,0.54,32,74,626
21x25_BT_1,"(21, 25)",BinaryTree,Vertical,Q-Determinative,0.07,0.54,30,14,34
21x25_BT_1,"(21, 25)",BinaryTree,Vertical,Q-Student,0.07,0.54,30,14,21
21x25_BT_1,"(21, 25)",BinaryTree,Vertical,Q-Explorer,0.07,0.54,30,14,113
21x25_BT_2,"(21, 25)",BinaryTree,Vertical,Q-Determinative,0.07,0.55,30,22,88
21x25_BT_2,"(21, 25)",BinaryTree,Vertical,Q-Student,0.07,0.55,30,22,36
21x25_BT_2,"(21, 25)",BinaryTree,Vertical,Q-Explorer,0.07,0.55,30,22,158
21x25_BT_3,"(21, 25)",BinaryTree,Vertical,Q-Determinative,0.07,0.55,29,18,64
21x25_BT_3,"(21, 25)",BinaryTree,Vertical,Q-Student,0.07,0.55,29,18,27
21x25_BT_3,"(21, 25)",BinaryTree,Vertical,Q-Explorer,0.07,0.55,29,18,132
21x25_DFS_1,"(21, 25)",DFS,Vertical,Q-Determinative,0.07,0.54,15,80,1979
21x25_DFS_1,"(21, 25)",DFS,Vertical,Q-Student,0.07,0.54,15,80,2366
21x25_DFS_1,"(21, 25)",DFS,Vertical,Q-Explorer,0.07,0.54,15,60,3190
21x25_DFS_2,"(21, 25)",DFS,Vertical,Q-Determinative,0.07,0.54,15,44,4004
21x25_DFS_2,"(21, 25)",DFS,Vertical,Q-Student,0.07,0.54,15,22,4437
21x25_DFS_2,"(21, 25)",DFS,Vertical,Q-Explorer,0.07,0.54,15,44,4040
21x25_DFS_3,"(21, 25)",DFS,Vertical,Q-Determinative,0.07,0.54,14,84,2093
21x25_DFS_3,"(21, 25)",DFS,Vertical,Q-Student,0.07,0.54,14,42,3243
21x25_DFS_3,"(21, 25)",DFS,Vertical,Q-Explorer,0.07,0.54,14,84,2804
21x27_AB_1,"(21, 27)",AldousBroder,Vertical,Q-Determinative,0.07,0.54,43,72,500
21x27_AB_1,"(21, 27)",AldousBroder,Vertical,Q-Student,0.07,0.54,43,72,442
21x27_AB_1,"(21, 27)",AldousBroder,Vertical,Q-Explorer,0.07,0.54,43,72,785
21x27_AB_2,"(21, 27)",AldousBroder,Vertical,Q-Determinative,0.07,0.54,42,44,214
21x27_AB_2,"(21, 27)",AldousBroder,Vertical,Q-Student,0.07,0.54,42,44,87
21x27_AB_2,"(21, 27)",AldousBroder,Vertical,Q-Explorer,0.07,0.54,42,44,307
21x27_AB_3,"(21, 27)",AldousBroder,Vertical,Q-Determinative,0.07,0.54,40,62,289
21x27_AB_3,"(21, 27)",AldousBroder,Vertical,Q-Student,0.07,0.54,40,62,201
21x27_AB_3,"(21, 27)",AldousBroder,Vertical,Q-Explorer,0.07,0.54,40,62,623
21x27_BT_1,"(21, 27)",BinaryTree,Vertical,Q-Determinative,0.07,0.55,40,16,55
21x27_BT_1,"(21, 27)",BinaryTree,Vertical,Q-Student,0.07,0.55,40,16,24
21x27_BT_1,"(21, 27)",BinaryTree,Vertical,Q-Explorer,0.07,0.55,40,16,123
21x27_BT_2,"(21, 27)",BinaryTree,Vertical,Q-Determinative,0.07,0.55,35,40,204
21x27_BT_2,"(21, 27)",BinaryTree,Vertical,Q-Student,0.07,0.55,35,40,76
21x27_BT_2,"(21, 27)",BinaryTree,Vertical,Q-Explorer,0.07,0.55,35,40,262
21x27_BT_3,"(21, 27)",BinaryTree,Vertical,Q-Determinative,0.07,0.55,36,14,32
21x27_BT_3,"(21, 27)",BinaryTree,Vertical,Q-Student,0.07,0.55,36,14,19
21x27_BT_3,"(21, 27)",BinaryTree,Vertical,Q-Explorer,0.07,0.55,36,14,98
21x27_DFS_1,"(21, 27)",DFS,Vertical,Q-Determinative,0.07,0.54,13,42,4018
21x27_DFS_1,"(21, 27)",DFS,Vertical,Q-Student,0.07,0.54,13,106,1982
21x27_DFS_1,"(21, 27)",DFS,Vertical,Q-Explorer,0.07,0.54,13,84,2797
21x27_DFS_2,"(21, 27)",DFS,Vertical,Q-Determinative,0.07,0.54,15,27,4331
21x27_DFS_2,"(21, 27)",DFS,Vertical,Q-Student,0.07,0.54,15,0,5000
21x27_DFS_2,"(21, 27)",DFS,Vertical,Q-Explorer,0.07,0.54,15,27,4239
21x27_DFS_3,"(21, 27)",DFS,Vertical,Q-Determinative,0.07,0.54,18,68,520
21x27_DFS_3,"(21, 27)",DFS,Vertical,Q-Student,0.07,0.54,18,68,200
21x27_DFS_3,"(21, 27)",DFS,Vertical,Q-Explorer,0.07,0.54,18,68,633
21x29_AB_1,"(21, 29)",AldousBroder,Vertical,Q-Determinative,0.06,0.54,42,18,50
21x29_AB_1,"(21, 29)",AldousBroder,Vertical,Q-Student,0.06,0.54,42,18,24
21x29_AB_1,"(21, 29)",AldousBroder,Vertical,Q-Explorer,0.06,0.54,42,18,126
21x29_AB_2,"(21, 29)",AldousBroder,Vertical,Q-Determinative,0.06,0.54,38,58,268
21x29_AB_2,"(21, 29)",AldousBroder,Vertical,Q-Student,0.06,0.54,38,58,161
21x29_AB_2,"(21, 29)",AldousBroder,Vertical,Q-Explorer,0.06,0.54,38,58,536
21x29_AB_3,"(21, 29)",AldousBroder,Vertical,Q-Determinative,0.06,0.54,38,40,172
21x29_AB_3,"(21, 29)",AldousBroder,Vertical,Q-Student,0.06,0.54,38,40,81
21x29_AB_3,"(21, 29)",AldousBroder,Vertical,Q-Explorer,0.06,0.54,38,40,271
21x29_BT_1,"(21, 29)",BinaryTree,Vertical,Q-Determinative,0.06,0.56,45,16,38
21x29_BT_1,"(21, 29)",BinaryTree,Vertical,Q-Student,0.06,0.56,45,16,23
21x29_BT_1,"(21, 29)",BinaryTree,Vertical,Q-Explorer,0.06,0.56,45,16,136
21x29_BT_2,"(21, 29)",BinaryTree,Vertical,Q-Determinative,0.06,0.54,39,20,64
21x29_BT_2,"(21, 29)",BinaryTree,Vertical,Q-Student,0.06,0.54,39,20,28
21x29_BT_2,"(21, 29)",BinaryTree,Vertical,Q-Explorer,0.06,0.54,39,20,165
21x29_BT_3,"(21, 29)",BinaryTree,Vertical,Q-Determinative,0.06,0.56,42,14,31
21x29_BT_3,"(21, 29)",BinaryTree,Vertical,Q-Student,0.06,0.56,42,14,19
21x29_BT_3,"(21, 29)",BinaryTree,Vertical,Q-Explorer,0.06,0.56,42,14,97
21x29_DFS_1,"(21, 29)",DFS,Vertical,Q-Determinative,0.06,0.54,12,82,836
21x29_DFS_1,"(21, 29)",DFS,Vertical,Q-Student,0.06,0.54,12,82,782
21x29_DFS_1,"(21, 29)",DFS,Vertical,Q-Explorer,0.06,0.54,12,82,1044
21x29_DFS_2,"(21, 29)",DFS,Vertical,Q-Determinative,0.06,0.54,15,92,961
21x29_DFS_2,"(21, 29)",DFS,Vertical,Q-Student,0.06,0.54,15,92,1169
21x29_DFS_2,"(21, 29)",DFS,Vertical,Q-Explorer,0.06,0.54,15,92,1682
21x29_DFS_3,"(21, 29)",DFS,Vertical,Q-Determinative,0.06,0.54,17,0,5000
21x29_DFS_3,"(21, 29)",DFS,Vertical,Q-Student,0.06,0.54,17,0,5000
21x29_DFS_3,"(21, 29)",DFS,Vertical,Q-Explorer,0.06,0.54,17,0,5000
21x31_AB_1,"(21, 31)",AldousBroder,Vertical,Q-Determinative,0.06,0.54,38,66,269
21x31_AB_1,"(21, 31)",AldousBroder,Vertical,Q-Student,0.06,0.54,38,66,282
21x31_AB_1,"(21, 31)",AldousBroder,Vertical,Q-Explorer,0.06,0.54,38,66,735
21x31_AB_2,"(21, 31)",AldousBroder,Vertical,Q-Determinative,0.06,0.54,43,30,101
21x31_AB_2,"(21, 31)",AldousBroder,Vertical,Q-Student,0.06,0.54,43,30,47
21x31_AB_2,"(21, 31)",AldousBroder,Vertical,Q-Explorer,0.06,0.54,43,30,232
21x31_AB_3,"(21, 31)",AldousBroder,Vertical,Q-Determinative,0.06,0.54,48,30,120
21x31_AB_3,"(21, 31)",AldousBroder,Vertical,Q-Student,0.06,0.54,48,30,53
21x31_AB_3,"(21, 31)",AldousBroder,Vertical,Q-Explorer,0.06,0.54,48,30,223
21x31_BT_1,"(21, 31)",BinaryTree,Vertical,Q-Determinative,0.06,0.54,36,20,1315
21x31_BT_1,"(21, 31)",BinaryTree,Vertical,Q-Student,0.06,0.54,36,12,2840
21x31_BT_1,"(21, 31)",BinaryTree,Vertical,Q-Explorer,0.06,0.54,36,4,4473
21x31_BT_2,"(21, 31)",BinaryTree,Vertical,Q-Determinative,0.06,0.55,46,54,272
21x31_BT_2,"(21, 31)",BinaryTree,Vertical,Q-Student,0.06,0.55,46,54,123
21x31_BT_2,"(21, 31)",BinaryTree,Vertical,Q-Explorer,0.06,0.55,46,54,465
21x31_BT_3,"(21, 31)",BinaryTree,Vertical,Q-Determinative,0.06,0.55,40,22,77
21x31_BT_3,"(21, 31)",BinaryTree,Vertical,Q-Student,0.06,0.55,40,22,34
21x31_BT_3,"(21, 31)",BinaryTree,Vertical,Q-Explorer,0.06,0.55,40,22,193
21x31_DFS_1,"(21, 31)",DFS,Vertical,Q-Determinative,0.06,0.54,21,0,5000
21x31_DFS_1,"(21, 31)",DFS,Vertical,Q-Student,0.06,0.54,21,0,5000
21x31_DFS_1,"(21, 31)",DFS,Vertical,Q-Explorer,0.06,0.54,21,0,5000
21x31_DFS_2,"(21, 31)",DFS,Vertical,Q-Determinative,0.06,0.54,18,0,5000
21x31_DFS_2,"(21, 31)",DFS,Vertical,Q-Student,0.06,0.54,18,52,4100
21x31_DFS_2,"(21, 31)",DFS,Vertical,Q-Explorer,0.06,0.54,18,0,5000
21x31_DFS_3,"(21, 31)",DFS,Vertical,Q-Determinative,0.06,0.54,14,0,5000
21x31_DFS_3,"(21, 31)",DFS,Vertical,Q-Student,0.06,0.54,14,26,4973
21x31_DFS_3,"(21, 31)",DFS,Vertical,Q-Explorer,0.06,0.54,14,0,5000
23x11_AB_1,"(23, 11)",AldousBroder,Horizontal,Q-Determinative,0.18,0.57,11,28,95
23x11_AB_1,"(23, 11)",AldousBroder,Horizontal,Q-Student,0.18,0.57,11,28,63
23x11_AB_1,"(23, 11)",AldousBroder,Horizontal,Q-Explorer,0.18,0.57,11,28,204
23x11_AB_2,"(23, 11)",AldousBroder,Horizontal,Q-Determinative,0.18,0.57,17,34,146
23x11_AB_2,"(23, 11)",AldousBroder,Horizontal,Q-Student,0.18,0.57,17,34,62
23x11_AB_2,"(23, 11)",AldousBroder,Horizontal,Q-Explorer,0.18,0.57,17,34,248
23x11_AB_3,"(23, 11)",AldousBroder,Horizontal,Q-Determinative,0.09,0.57,18,38,192
23x11_AB_3,"(23, 11)",AldousBroder,Horizontal,Q-Student,0.09,0.57,18,38,71
23x11_AB_3,"(23, 11)",AldousBroder,Horizontal,Q-Explorer,0.09,0.57,18,38,295
23x11_BT_1,"(23, 11)",BinaryTree,Horizontal,Q-Determinative,0.13,0.57,16,24,94
23x11_BT_1,"(23, 11)",BinaryTree,Horizontal,Q-Student,0.13,0.57,16,24,37
23x11_BT_1,"(23, 11)",BinaryTree,Horizontal,Q-Explorer,0.13,0.57,16,24,183
23x11_BT_2,"(23, 11)",BinaryTree,Horizontal,Q-Determinative,0.18,0.56,16,14,40
23x11_BT_2,"(23, 11)",BinaryTree,Horizontal,Q-Student,0.18,0.56,16,14,23
23x11_BT_2,"(23, 11)",BinaryTree,Horizontal,Q-Explorer,0.18,0.56,16,14,120
23x11_BT_3,"(23, 11)",BinaryTree,Horizontal,Q-Determinative,0.15,0.56,15,18,41
23x11_BT_3,"(23, 11)",BinaryTree,Horizontal,Q-Student,0.15,0.56,15,18,26
23x11_BT_3,"(23, 11)",BinaryTree,Horizontal,Q-Explorer,0.15,0.56,15,18,146
23x11_DFS_1,"(23, 11)",DFS,Horizontal,Q-Determinative,0.28,0.57,9,20,63
23x11_DFS_1,"(23, 11)",DFS,Horizontal,Q-Student,0.28,0.57,9,20,26
23x11_DFS_1,"(23, 11)",DFS,Horizontal,Q-Explorer,0.28,0.57,9,20,133
23x11_DFS_2,"(23, 11)",DFS,Horizontal,Q-Determinative,0.15,0.57,5,66,258
23x11_DFS_2,"(23, 11)",DFS,Horizontal,Q-Student,0.15,0.57,5,66,368
23x11_DFS_2,"(23, 11)",DFS,Horizontal,Q-Explorer,0.15,0.57,5,66,581
23x11_DFS_3,"(23, 11)",DFS,Horizontal,Q-Determinative,0.11,0.57,10,48,230
23x11_DFS_3,"(23, 11)",DFS,Horizontal,Q-Student,0.11,0.57,10,48,113
23x11_DFS_3,"(23, 11)",DFS,Horizontal,Q-Explorer,0.11,0.57,10,48,335
23x13_AB_1,"(23, 13)",AldousBroder,Horizontal,Q-Determinative,0.08,0.56,17,38,166
23x13_AB_1,"(23, 13)",AldousBroder,Horizontal,Q-Student,0.08,0.56,17,38,83
23x13_AB_1,"(23, 13)",AldousBroder,Horizontal,Q-Explorer,0.08,0.56,17,38,253
23x13_AB_2,"(23, 13)",AldousBroder,Horizontal,Q-Determinative,0.08,0.56,22,38,160
23x13_AB_2,"(23, 13)",AldousBroder,Horizontal,Q-Student,0.08,0.56,22,38,65
23x13_AB_2,"(23, 13)",AldousBroder,Horizontal,Q-Explorer,0.08,0.56,22,38,282
23x13_AB_3,"(23, 13)",AldousBroder,Horizontal,Q-Determinative,0.08,0.56,20,12,28
23x13_AB_3,"(23, 13)",AldousBroder,Horizontal,Q-Student,0.08,0.56,20,12,15
23x13_AB_3,"(23, 13)",AldousBroder,Horizontal,Q-Explorer,0.08,0.56,20,12,64
23x13_BT_1,"(23, 13)",BinaryTree,Horizontal,Q-Determinative,0.08,0.57,18,22,97
23x13_BT_1,"(23, 13)",BinaryTree,Horizontal,Q-Student,0.08,0.57,18,22,32
23x13_BT_1,"(23, 13)",BinaryTree,Horizontal,Q-Explorer,0.08,0.57,18,22,189
23x13_BT_2,"(23, 13)",BinaryTree,Horizontal,Q-Determinative,0.08,0.58,19,20,67
23x13_BT_2,"(23, 13)",BinaryTree,Horizontal,Q-Student,0.08,0.58,19,20,29
23x13_BT_2,"(23, 13)",BinaryTree,Horizontal,Q-Explorer,0.08,0.58,19,20,139
23x13_BT_3,"(23, 13)",BinaryTree,Horizontal,Q-Determinative,0.08,0.57,18,14,26
23x13_BT_3,"(23, 13)",BinaryTree,Horizontal,Q-Student,0.08,0.57,18,14,19
23x13_BT_3,"(23, 13)",BinaryTree,Horizontal,Q-Explorer,0.08,0.57,18,14,118
23x13_DFS_1,"(23, 13)",DFS,Horizontal,Q-Determinative,0.08,0.56,6,68,1644
23x13_DFS_1,"(23, 13)",DFS,Horizontal,Q-Student,0.08,0.56,6,86,1299
23x13_DFS_1,"(23, 13)",DFS,Horizontal,Q-Explorer,0.08,0.56,6,86,1956
23x13_DFS_2,"(23, 13)",DFS,Horizontal,Q-Determinative,0.08,0.56,7,98,1837
23x13_DFS_2,"(23, 13)",DFS,Horizontal,Q-Student,0.08,0.56,7,98,2505
23x13_DFS_2,"(23, 13)",DFS,Horizontal,Q-Explorer,0.08,0.56,7,98,2447
23x13_DFS_3,"(23, 13)",DFS,Horizontal,Q-Determinative,0.08,0.56,9,26,122
23x13_DFS_3,"(23, 13)",DFS,Horizontal,Q-Student,0.08,0.56,9,26,36
23x13_DFS_3,"(23, 13)",DFS,Horizontal,Q-Explorer,0.08,0.56,9,26,196
23x15_AB_1,"(23, 15)",AldousBroder,Horizontal,Q-Determinative,0.14,0.56,25,28,108
23x15_AB_1,"(23, 15)",AldousBroder,Horizontal,Q-Student,0.14,0.56,25,28,40
23x15_AB_1,"(23, 15)",AldousBroder,Horizontal,Q-Explorer,0.14,0.56,25,28,222
23x15_AB_2,"(23, 15)",AldousBroder,Horizontal,Q-Determinative,0.12,0.56,22,24,91
23x15_AB_2,"(23, 15)",AldousBroder,Horizontal,Q-Student,0.12,0.56,22,24,36
23x15_AB_2,"(23, 15)",AldousBroder,Horizontal,Q-Explorer,0.12,0.56,22,24,187
23x15_AB_3,"(23, 15)",AldousBroder,Horizontal,Q-Determinative,0.12,0.56,23,32,115
23x15_AB_3,"(23, 15)",AldousBroder,Horizontal,Q-Student,0.12,0.56,23,32,52
23x15_AB_3,"(23, 15)",AldousBroder,Horizontal,Q-Explorer,0.12,0.56,23,32,238
23x15_BT_1,"(23, 15)",BinaryTree,Horizontal,Q-Determinative,0.14,0.56,22,22,79
23x15_BT_1,"(23, 15)",BinaryTree,Horizontal,Q-Student,0.14,0.56,22,22,31
23x15_BT_1,"(23, 15)",BinaryTree,Horizontal,Q-Explorer,0.14,0.56,22,22,161
23x15_BT_2,"(23, 15)",BinaryTree,Horizontal,Q-Determinative,0.12,0.57,22,18,60
23x15_BT_2,"(23, 15)",BinaryTree,Horizontal,Q-Student,0.12,0.57,22,18,26
23x15_BT_2,"(23, 15)",BinaryTree,Horizontal,Q-Explorer,0.12,0.57,22,18,127
23x15_BT_3,"(23, 15)",BinaryTree,Horizontal,Q-Determinative,0.1,0.56,23,10,19
23x15_BT_3,"(23, 15)",BinaryTree,Horizontal,Q-Student,0.1,0.56,23,10,13
23x15_BT_3,"(23, 15)",BinaryTree,Horizontal,Q-Explorer,0.1,0.56,23,10,63
23x15_DFS_1,"(23, 15)",DFS,Horizontal,Q-Determinative,0.08,0.56,12,10,18
23x15_DFS_1,"(23, 15)",DFS,Horizontal,Q-Student,0.08,0.56,12,10,12
23x15_DFS_1,"(23, 15)",DFS,Horizontal,Q-Explorer,0.08,0.56,12,10,65
23x15_DFS_2,"(23, 15)",DFS,Horizontal,Q-Determinative,0.08,0.56,9,89,3228
23x15_DFS_2,"(23, 15)",DFS,Horizontal,Q-Student,0.08,0.56,9,67,3226
23x15_DFS_2,"(23, 15)",DFS,Horizontal,Q-Explorer,0.08,0.56,9,89,3819
23x15_DFS_3,"(23, 15)",DFS,Horizontal,Q-Determinative,0.12,0.56,10,62,285
23x15_DFS_3,"(23, 15)",DFS,Horizontal,Q-Student,0.12,0.56,10,62,155
23x15_DFS_3,"(23, 15)",DFS,Horizontal,Q-Explorer,0.12,0.56,10,62,495
23x17_AB_1,"(23, 17)",AldousBroder,Horizontal,Q-Determinative,0.07,0.55,28,48,220
23x17_AB_1,"(23, 17)",AldousBroder,Horizontal,Q-Student,0.07,0.55,28,48,156
23x17_AB_1,"(23, 17)",AldousBroder,Horizontal,Q-Explorer,0.07,0.55,28,48,354
23x17_AB_2,"(23, 17)",AldousBroder,Horizontal,Q-Determinative,0.07,0.55,26,28,94
23x17_AB_2,"(23, 17)",AldousBroder,Horizontal,Q-Student,0.07,0.55,26,28,49
23x17_AB_2,"(23, 17)",AldousBroder,Horizontal,Q-Explorer,0.07,0.55,26,28,223
23x17_AB_3,"(23, 17)",AldousBroder,Horizontal,Q-Determinative,0.07,0.55,22,30,124
23x17_AB_3,"(23, 17)",AldousBroder,Horizontal,Q-Student,0.07,0.55,22,30,45
23x17_AB_3,"(23, 17)",AldousBroder,Horizontal,Q-Explorer,0.07,0.55,22,30,202
23x17_BT_1,"(23, 17)",BinaryTree,Horizontal,Q-Determinative,0.07,0.55,23,12,20
23x17_BT_1,"(23, 17)",BinaryTree,Horizontal,Q-Student,0.07,0.55,23,12,15
23x17_BT_1,"(23, 17)",BinaryTree,Horizontal,Q-Explorer,0.07,0.55,23,12,67
23x17_BT_2,"(23, 17)",BinaryTree,Horizontal,Q-Determinative,0.07,0.55,23,20,1205
23x17_BT_2,"(23, 17)",BinaryTree,Horizontal,Q-Student,0.07,0.55,23,15,2122
23x17_BT_2,"(23, 17)",BinaryTree,Horizontal,Q-Explorer,0.07,0.55,23,5,4059
23x17_BT_3,"(23, 17)",BinaryTree,Horizontal,Q-Determinative,0.07,0.55,22,14,52
23x17_BT_3,"(23, 17)",BinaryTree,Horizontal,Q-Student,0.07,0.55,22,14,22
23x17_BT_3,"(23, 17)",BinaryTree,Horizontal,Q-Explorer,0.07,0.55,22,14,97
23x17_DFS_1,"(23, 17)",DFS,Horizontal,Q-Determinative,0.07,0.55,12,28,132
23x17_DFS_1,"(23, 17)",DFS,Horizontal,Q-Student,0.07,0.55,12,28,50
23x17_DFS_1,"(23, 17)",DFS,Horizontal,Q-Explorer,0.07,0.55,12,28,205
23x17_DFS_2,"(23, 17)",DFS,Horizontal,Q-Determinative,0.07,0.55,11,94,1852
23x17_DFS_2,"(23, 17)",DFS,Horizontal,Q-Student,0.07,0.55,11,75,1765
23x17_DFS_2,"(23, 17)",DFS,Horizontal,Q-Explorer,0.07,0.55,11,94,2231
23x17_DFS_3,"(23, 17)",DFS,Horizontal,Q-Determinative,0.07,0.55,12,48,4390
23x17_DFS_3,"(23, 17)",DFS,Horizontal,Q-Student,0.07,0.55,12,24,4463
23x17_DFS_3,"(23, 17)",DFS,Horizontal,Q-Explorer,0.07,0.55,12,48,3988
23x19_AB_1,"(23, 19)",AldousBroder,Horizontal,Q-Determinative,0.09,0.55,26,18,56
23x19_AB_1,"(23, 19)",AldousBroder,Horizontal,Q-Student,0.09,0.55,26,18,25
23x19_AB_1,"(23, 19)",AldousBroder,Horizontal,Q-Explorer,0.09,0.55,26,18,138
23x19_AB_2,"(23, 19)",AldousBroder,Horizontal,Q-Determinative,0.07,0.55,31,46,176
23x19_AB_2,"(23, 19)",AldousBroder,Horizontal,Q-Student,0.07,0.55,31,46,101
23x19_AB_2,"(23, 19)",AldousBroder,Horizontal,Q-Explorer,0.07,0.55,31,46,327
23x19_AB_3,"(23, 19)",AldousBroder,Horizontal,Q-Determinative,0.07,0.55,30,28,121
23x19_AB_3,"(23, 19)",AldousBroder,Horizontal,Q-Student,0.07,0.55,30,28,41
23x19_AB_3,"(23, 19)",AldousBroder,Horizontal,Q-Explorer,0.07,0.55,30,28,255
23x19_BT_1,"(23, 19)",BinaryTree,Horizontal,Q-Determinative,0.11,0.56,35,20,89
23x19_BT_1,"(23, 19)",BinaryTree,Horizontal,Q-Student,0.11,0.56,35,20,26
23x19_BT_1,"(23, 19)",BinaryTree,Horizontal,Q-Explorer,0.11,0.56,35,20,130
23x19_BT_2,"(23, 19)",BinaryTree,Horizontal,Q-Determinative,0.09,0.56,26,12,39
23x19_BT_2,"(23, 19)",BinaryTree,Horizontal,Q-Student,0.09,0.56,26,12,18
23x19_BT_2,"(23, 19)",BinaryTree,Horizontal,Q-Explorer,0.09,0.56,26,12,68
23x19_BT_3,"(23, 19)",BinaryTree,Horizontal,Q-Determinative,0.07,0.56,28,26,89
23x19_BT_3,"(23, 19)",BinaryTree,Horizontal,Q-Student,0.07,0.56,28,26,41
23x19_BT_3,"(23, 19)",BinaryTree,Horizontal,Q-Explorer,0.07,0.56,28,26,225
23x19_DFS_1,"(23, 19)",DFS,Horizontal,Q-Determinative,0.09,0.55,13,96,2115
23x19_DFS_1,"(23, 19)",DFS,Horizontal,Q-Student,0.09,0.55,13,96,1124
23x19_DFS_1,"(23, 19)",DFS,Horizontal,Q-Explorer,0.09,0.55,13,76,2195
23x19_DFS_2,"(23, 19)",DFS,Horizontal,Q-Determinative,0.07,0.55,11,86,2941
23x19_DFS_2,"(23, 19)",DFS,Horizontal,Q-Student,0.07,0.55,11,86,2927
23x19_DFS_2,"(23, 19)",DFS,Horizontal,Q-Explorer,0.07,0.55,11,43,3439
23x19_DFS_3,"(23, 19)",DFS,Horizontal,Q-Determinative,0.07,0.55,14,86,827
23x19_DFS_3,"(23, 19)",DFS,Horizontal,Q-Student,0.07,0.55,14,86,1424
23x19_DFS_3,"(23, 19)",DFS,Horizontal,Q-Explorer,0.07,0.55,14,86,1025
23x21_AB_1,"(23, 21)",AldousBroder,Horizontal,Q-Determinative,0.07,0.55,34,26,120
